AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,COMMIS,SALES_PRICE
Chrompet,1144,131,1.0,1.0,3,Family,No,Others,NoSeWa,Gravel,RL,3.9,4.3,3.2,3.85,158803,9341380
Adyar,1201,83,2.0,2.0,4,Partial,No,Commercial,NoSeWa,Paved,RM,3.9,4.4,2.5,3.3,213047,14203140
Karapakkam,879,158,1.0,1.0,2,Partial,Yes,House,AllPub,Paved,RH,4.1,3.2,3.3,3.51,157831,6313250
Anna Nagar,1501,78,1.0,1.0,4,Normal Sale,Yes,Others,ELO,Gravel,RM,4.5,3.1,2.0,3.15,68135,13627030
Adyar,1289,181,2.0,2.0,4,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,3.5,2.7,4.1,3.64,190965,17360470
KK Nagar,1741,11,2.0,1.0,4,Partial,Yes,Others,AllPub,Paved,RH,2.2,2.4,3.1,2.62,219623,10458220
Karapakkam,1585,48,2.0,2.0,4,Partial,No,Commercial,ELO,Paved,RM,3.3,3.8,3.5,3.53,215942,11996750
Chrompet,897,104,1.0,1.0,3,Family,Yes,House,ELO,Gravel,RL,4.5,3.3,2.0,3.27,64141,9162950
Chrompet,1172,77,1.0,1.0,3,AbNormal,Yes,House,ELO,No Access,RM,2.7,5.0,4.7,4.22,116419,9701600
Karapakkam,1321,193,1.0,1.0,3,Normal Sale,Yes,Others,AllPub,Paved,RH,2.9,3.3,2.3,2.78,102329,8527375
Karapakkam,798,21,1.0,1.0,2,Family,No,Others,NoSeWa,No Access,I,2.9,3.5,3.0,3.12,58721,4517000
T Nagar,1808,123,2.0,1.0,5,AdjLand,No,Commercial,NoSewr ,No Access,RM,2.1,3.6,3.3,3.015,286822,20487250
Chrompet,934,168,1.0,1.0,3,AbNormal,No,Others,NoSeWa,Paved,RH,5.0,2.0,4.5,3.65,116619,7774580
Chrompet,961,161,1.0,1.0,3,Partial,Yes,Others,AllPub,No Access,RL,4.2,3.7,2.0,3.34,34549,8637320
Adyar,962,15,1.0,1.0,3,AbNormal,No,Others,ELO,Paved,A,2.1,3.0,2.1,2.28,95614,6374265
KK Nagar,1778,92,3.0,2.0,5,Family,No,Others,AllPub,Paved,RL,2.6,2.6,4.0,3.16,147942,10567300
Anna Nagar,1756,187,1.0,1.0,4,AbNormal,Yes,House,ELO,Paved,RH,2.4,4.1,2.3,2.785,210269,12368790
Karapakkam,1023,199,1.0,1.0,3,Partial,No,Others,NoSewr ,Paved,A,4.9,2.8,2.9,3.47,71979,4798625
Adyar,784,74,1.0,1.0,2,Normal Sale,No,House,ELO,No Access,RL,2.5,2.9,3.7,3.18,85948,6611365
KK Nagar,1485,77,2.0,1.0,4,Family,No,House,AllPub,Paved,RH,2.3,3.5,3.2,3.02,98343,8195220
KK Nagar,2177,119,3.0,2.0,5,Normal Sale,Yes,Others,AllPub,Gravel,RL,4.8,4.8,4.2,4.56,189745,13553180
KK Nagar,2088,161,3.0,2.0,5,Family,Yes,Others,NoSewr ,Paved,RM,2.7,4.3,3.6,3.54,270474,12879720
Adyar,1181,156,1.0,1.0,3,Partial,Yes,Others,ELO,No Access,I,2.0,2.0,2.0,2.0,126275,8418360
KK Nagar,1308,177,1.0,1.0,3,Partial,No,House,AllPub,Gravel,RM,3.4,2.9,2.7,2.97,220046,9168580
Karapakkam,663,102,1.0,1.0,2,AbNormal,No,House,ELO,No Access,I,2.4,3.3,4.6,3.55,91578,3815750
T Nagar,1975,0,2.0,1.0,5,AdjLand,Yes,House,NoSeWa,No Access,RH,2.6,3.9,4.0,3.555,189940,13567150
Chrompet,749,180,1.0,1.0,2,Normal Sale,No,Commercial,ELO,Gravel,RH,3.3,2.6,4.1,3.26,124903,9607900
Velachery,1727,73,2.0,1.0,4,AbNormal,Yes,House,ELO,Gravel,A,3.3,3.6,2.0,3.05,74426,8269610
KK Nagar,2158,50,3.0,2.0,5,AbNormal,Yes,Others,NoSeWa,Paved,RM,4.8,3.0,3.6,3.78,105233,13154100
Chrompet,1157,19,1.0,1.0,3,Normal Sale,No,House,NoSewr ,Gravel,RL,3.6,4.6,2.2,3.58,47276,9455100
T Nagar,1832,138,2.0,1.0,5,AdjLand,No,Commercial,NoSeWa,Gravel,RM,3.6,4.3,2.7,3.37,260243,21686920
Chrompet,1138,23,1.0,1.0,3,AbNormal,Yes,Commercial,NoSeWa,Gravel,RH,2.6,4.2,2.0,3.06,220817,13801050
Chrompet,770,191,1.0,1.0,2,AbNormal,No,House,AllPub,No Access,RH,4.7,3.7,2.3,3.58,50790,6348750
T Nagar,1842,33,2.0,1.0,5,Normal Sale,No,House,NoSeWa,Gravel,RL,2.7,4.8,3.6,3.63,208643,13040160
T Nagar,1882,117,2.0,1.0,5,Family,Yes,Commercial,ELO,No Access,RH,4.2,3.4,3.7,3.775,197619,19761890
Chrompet,757,155,1.0,1.0,2,AdjLand,Yes,Others,ELO,No Access,RM,4.2,3.2,4.0,3.74,132822,8854790
Velachery,1884,92,3.0,2.0,5,Normal Sale,Yes,House,ELO,Paved,RH,2.1,2.3,2.7,2.37,209064,9955440
KK Nagar,1729,82,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,Paved,RH,2.6,2.6,2.1,2.4,212870,10643500
Adyar,866,177,1.0,1.0,3,Family,Yes,Others,ELO,Paved,A,2.8,4.7,4.6,4.08,86668,6666735
Karapakkam,919,146,1.0,1.0,3,AbNormal,Yes,Commercial,AllPub,Gravel,RL,2.0,5.0,4.4,3.86,137657,10589000
KK Nagar,1587,80,2.0,1.0,4,Family,No,House,NoSeWa,Paved,RL,2.5,2.9,4.1,3.26,161707,8983700
Chrompet,1282,109,2.0,1.0,4,AbNormal,Yes,Others,NoSewr ,Gravel,RH,4.8,3.5,4.7,4.25,77513,11073340
Chrompet,928,79,1.0,1.0,3,Normal Sale,No,Others,ELO,Paved,RM,2.8,2.9,2.4,2.72,76094,8454860
Chrompet,898,18,1.0,1.0,3,Normal Sale,No,House,ELO,Paved,RH,2.6,4.3,2.6,3.28,47615,6802150
Adyar,692,118,1.0,1.0,2,AbNormal,Yes,Commercial,NoSewr ,No Access,A,2.7,4.8,3.6,3.57,85960,7814575
T Nagar,1972,175,2.0,1.0,5,Partial,Yes,Others,ELO,Paved,RH,4.5,4.9,2.4,3.655,181241,13941590
KK Nagar,2079,102,3.0,2.0,5,Partial,No,Others,NoSeWa,Paved,RH,3.2,4.2,2.3,3.14,177966,10468580
KK Nagar,1486,128,2.0,1.0,4,Partial,No,Commercial,NoSeWa,Paved,RL,4.0,2.1,4.4,3.59,214486,12616820
Anna Nagar,1742,9,1.0,1.0,4,AdjLand,Yes,Commercial,NoSewr ,Paved,RM,4.3,4.9,2.5,3.73,188846,20982920
T Nagar,1936,103,2.0,1.0,5,AbNormal,Yes,House,NoSeWa,Paved,RL,2.0,4.6,2.2,2.74,261974,13788080
Karapakkam,1214,145,1.0,1.0,3,AdjLand,No,Commercial,NoSeWa,No Access,RM,4.3,3.9,3.2,3.74,89872,9985750
Karapakkam,1257,133,1.0,1.0,3,AbNormal,Yes,House,ELO,No Access,RH,2.4,4.0,2.4,2.88,126540,6660000
Karapakkam,841,118,1.0,1.0,2,Partial,Yes,House,AllPub,No Access,I,2.7,2.9,4.8,3.6,42846,5355750
KK Nagar,2255,181,4.0,2.0,6,Normal Sale,No,Commercial,AllPub,Paved,RH,3.1,2.9,3.0,3.0,424557,16982280
Velachery,1605,3,2.0,1.0,4,Partial,Yes,Commercial,NoSeWa,Paved,RH,2.5,4.7,2.4,3.46,151352,13759280
Chrompet,1188,111,1.0,1.0,3,AbNormal,No,Commercial,NoSeWa,Paved,RH,4.5,4.5,4.4,4.47,64202,12840300
Chrompet,1213,142,2.0,1.0,4,Partial,Yes,Others,NoSewr ,No Access,RL,4.7,4.4,4.6,4.55,30729,10243060
Chrompet,731,89,1.0,1.0,2,Family,Yes,Commercial,NoSewr ,Paved,RM,4.5,3.0,4.3,3.84,121327,11029700
KK Nagar,1781,185,3.0,2.0,5,Partial,Yes,Commercial,NoSewr ,Gravel,RL,4.6,4.2,4.4,4.4,274970,16174720
Chrompet,702,62,1.0,1.0,2,Family,No,Commercial,NoSewr ,Paved,RH,4.1,3.5,2.6,3.41,97714,8883050
Anna Nagar,1949,2,2.0,1.0,5,Normal Sale,No,Others,NoSewr ,Gravel,RM,3.9,4.3,3.8,3.96,278580,15476650
Anna Nagar,1857,71,2.0,1.0,5,AbNormal,No,Others,NoSewr ,Gravel,RL,2.9,4.4,2.9,3.275,225491,14093160
KK Nagar,1904,73,3.0,2.0,5,AbNormal,No,Others,AllPub,Paved,RL,4.0,3.5,2.9,3.41,194083,10782380
Karapakkam,1199,91,1.0,1.0,3,AbNormal,No,Commercial,ELO,Paved,C,2.9,3.9,2.1,2.88,180309,7839500
Karapakkam,1228,141,1.0,1.0,3,AdjLand,Yes,Commercial,ELO,Gravel,RH,2.0,4.0,2.6,2.84,219089,11531000
Velachery,1786,37,2.0,1.0,4,AbNormal,Yes,Commercial,NoSeWa,Gravel,RM,3.2,3.7,4.5,3.82,224131,17240870
Velachery,1953,106,3.0,2.0,5,Family,Yes,Others,ELO,No Access,C,3.0,3.6,3.6,3.45,151579,8916410
Karapakkam,1287,140,1.0,1.0,3,Partial,No,Commercial,AllPub,Gravel,RL,2.1,3.6,3.2,2.99,185831,10931250
KK Nagar,1369,55,2.0,1.0,4,AdjLand,No,House,NoSewr ,Paved,RM,2.1,3.3,4.0,3.22,182076,9103800
KK Nagar,1771,64,2.0,1.0,4,AbNormal,Yes,House,AllPub,Gravel,RL,3.4,2.6,3.9,3.36,221804,11090200
Adyar,1082,100,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,Gravel,I,4.6,4.9,4.6,4.66,110134,9177820
KK Nagar,1636,141,2.0,1.0,4,AbNormal,Yes,House,AllPub,Paved,RL,3.2,3.3,2.0,2.75,191070,10056300
Karapakkam,602,0,1.0,1.0,2,AdjLand,No,Others,NoSeWa,Paved,RM,3.8,2.2,4.7,3.68,118085,6560250
T Nagar,1854,29,2.0,1.0,5,AbNormal,No,House,ELO,No Access,RL,3.5,2.7,2.6,2.895,175572,11704830
Karapakkam,1655,89,2.0,2.0,4,AbNormal,Yes,Others,ELO,No Access,RM,4.3,3.9,3.5,3.86,236109,9837875
Adyar,698,140,1.0,1.0,2,Family,No,Commercial,NoSewr ,Gravel,RH,3.9,3.5,2.9,3.32,108669,9879040
Chrompet,1101,74,1.0,1.0,3,Family,No,House,NoSeWa,Gravel,RL,2.0,3.7,3.2,3.04,85727,8572650
Karapakkam,785,173,1.0,1.0,2,AdjLand,Yes,Others,AllPub,Paved,I,3.7,4.2,2.7,3.45,65764,6576375
Adyar,1135,172,1.0,1.0,3,AbNormal,Yes,House,AllPub,Gravel,RM,2.0,3.2,2.6,2.54,110463,11046310
Karapakkam,1308,9,1.0,1.0,3,AdjLand,Yes,Others,ELO,Paved,RH,2.2,3.8,3.2,3.08,107149,8242250
Adyar,924,100,1.0,1.0,3,Family,No,Commercial,AllPub,No Access,RH,3.7,2.7,3.1,3.2,42288,10571990
Karapakkam,508,67,1.0,1.0,2,AdjLand,Yes,Commercial,ELO,Gravel,I,5.0,4.8,3.6,4.38,161034,6709750
Velachery,1725,60,2.0,1.0,4,AbNormal,No,House,AllPub,Paved,RL,4.1,2.5,2.5,2.9,196343,9817160
Karapakkam,1665,122,2.0,2.0,4,AdjLand,No,Commercial,AllPub,No Access,I,3.1,4.2,4.4,3.95,92108,11513500
KK Nagar,1868,98,3.0,2.0,5,Partial,Yes,Others,NoSewr ,Gravel,RH,2.0,2.6,2.4,2.34,215615,11348140
Anna Nagar,1951,120,2.0,1.0,5,Family,Yes,Commercial,ELO,No Access,RH,2.7,3.0,2.4,2.655,222994,20272170
T Nagar,1665,159,1.0,1.0,4,Normal Sale,Yes,Commercial,AllPub,Paved,RM,5.0,3.1,4.8,4.435,103281,20656290
Anna Nagar,1537,16,1.0,1.0,4,AdjLand,No,Commercial,AllPub,Paved,RH,4.8,3.4,4.0,4.13,123693,17670400
Chrompet,912,199,1.0,1.0,3,Family,Yes,Commercial,AllPub,Paved,RH,4.7,3.4,2.6,3.55,173750,11583300
Karapakkam,724,77,1.0,1.0,2,Normal Sale,Yes,Commercial,AllPub,Paved,RH,2.3,3.4,3.2,2.99,184765,8033250
Karapakkam,516,186,1.0,1.0,2,Partial,No,Commercial,NoSewr ,No Access,A,2.8,5.0,5.0,4.34,63303,3331750
T Nagar,1764,118,1.0,1.0,4,AdjLand,Yes,Others,AllPub,No Access,RL,3.8,2.7,4.8,3.975,251480,13971130
Chrompet,872,166,1.0,1.0,3,Family,No,Others,ELO,Gravel,RH,4.3,4.6,4.7,4.54,115406,7693740
Chrompet,887,46,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,4.3,5.0,4.8,4.73,157421,13118450
Chrompet,1080,56,1.0,1.0,3,Partial,Yes,Commercial,ELO,Paved,RH,2.0,4.0,4.5,3.55,114496,12721750
Chrompet,1045,172,1.0,1.0,3,Partial,Yes,House,AllPub,Gravel,RL,4.3,3.6,2.9,3.6,151680,9480000
Karapakkam,1530,128,2.0,2.0,4,Family,No,Commercial,NoSewr ,No Access,RM,3.4,2.5,3.8,3.29,301156,12046250
Adyar,1132,190,1.0,1.0,3,Family,No,House,NoSeWa,No Access,A,2.0,4.9,4.8,3.98,54453,6050375
KK Nagar,2365,21,4.0,2.0,6,Partial,Yes,Others,NoSewr ,Paved,RL,2.6,3.9,2.6,2.99,245571,12924800
Velachery,1781,30,2.0,1.0,4,AbNormal,No,House,AllPub,Paved,RM,2.9,2.8,4.8,3.43,190922,10048510
Chrompet,1138,70,1.0,1.0,3,Family,No,Commercial,NoSeWa,Paved,RH,2.0,3.1,4.4,3.16,164786,11770400
KK Nagar,2375,26,4.0,2.0,6,Family,No,House,AllPub,Gravel,RH,4.1,3.0,4.9,4.09,239009,11381360
Karapakkam,1115,65,1.0,1.0,3,Normal Sale,No,Others,ELO,No Access,RH,4.8,2.4,3.1,3.4,62249,6224875
Chrompet,811,39,1.0,1.0,3,AdjLand,No,Commercial,ELO,Paved,RM,4.1,2.8,2.5,3.1,163351,10890050
Anna Nagar,1586,14,1.0,1.0,4,Family,No,House,AllPub,Paved,RL,2.3,4.8,3.2,3.285,195884,10882430
Chrompet,1103,10,1.0,1.0,3,AdjLand,Yes,Others,NoSeWa,Gravel,RH,3.9,4.8,2.8,3.93,116169,10560810
Karapakkam,939,169,1.0,1.0,3,Normal Sale,Yes,House,AllPub,No Access,C,3.3,4.6,5.0,4.37,111857,5326500
Velachery,1727,65,2.0,1.0,4,Family,No,House,NoSewr ,Gravel,A,4.3,4.8,4.7,4.65,146836,7341790
T Nagar,1672,169,1.0,1.0,4,Family,No,Commercial,AllPub,Paved,RL,3.1,4.8,2.5,3.255,340400,18911110
Anna Nagar,1581,143,1.0,1.0,4,Normal Sale,Yes,Commercial,NoSewr ,No Access,RH,3.7,4.7,4.9,4.43,144088,18011000
Anna Nagar,1781,109,1.0,1.0,4,Normal Sale,No,Commercial,AllPub,No Access,RM,3.3,4.7,4.2,4.01,178101,19789040
KK Nagar,1668,132,2.0,1.0,4,AdjLand,No,Commercial,AllPub,Gravel,RH,2.7,3.6,2.0,2.69,268645,14139220
Adyar,1263,58,2.0,2.0,4,AdjLand,No,House,AllPub,No Access,I,3.8,2.1,2.5,2.81,63414,7926700
Adyar,819,7,1.0,1.0,3,Normal Sale,No,House,AllPub,No Access,RL,3.7,2.9,3.0,3.19,14969,7484395
Karapakkam,1145,190,1.0,1.0,3,Normal Sale,No,House,NoSewr ,Paved,RL,4.3,2.6,2.3,2.99,75413,6855750
Chrompet,1074,3,1.0,1.0,3,Normal Sale,Yes,Commercial,NoSeWa,Gravel,RH,3.3,3.4,2.3,3.04,141951,12904650
T Nagar,1707,36,1.0,1.0,4,Family,No,Others,ELO,Paved,RM,3.9,4.8,4.0,4.17,235031,13057270
KK Nagar,2145,70,3.0,2.0,5,AdjLand,No,Commercial,NoSeWa,Gravel,RL,2.3,3.7,4.5,3.6,433936,17357440
Adyar,737,17,1.0,1.0,2,Partial,No,House,NoSewr ,No Access,RM,3.0,2.3,4.1,3.41,96833,6916665
Adyar,1178,109,1.0,1.0,3,Partial,No,Others,AllPub,No Access,A,4.3,4.8,4.3,4.4,79824,6652020
Adyar,1261,144,2.0,2.0,4,AdjLand,Yes,Others,NoSewr ,Paved,C,4.7,4.3,2.3,3.42,57920,9653285
Karapakkam,807,67,1.0,1.0,2,Normal Sale,Yes,Others,NoSeWa,No Access,RM,3.0,3.9,4.1,3.71,60827,7603375
Chrompet,1167,142,1.0,1.0,3,Partial,No,Others,NoSeWa,Gravel,RL,4.8,4.3,2.6,3.94,78320,9790040
Karapakkam,1575,78,2.0,2.0,4,AdjLand,No,House,NoSewr ,No Access,RL,4.8,3.9,4.0,4.21,106817,7629750
Karapakkam,1177,77,1.0,1.0,3,Partial,No,House,AllPub,No Access,RM,2.0,3.3,3.9,3.15,56114,7014250
Karapakkam,1069,177,1.0,1.0,3,AbNormal,No,Others,AllPub,No Access,C,2.1,4.5,4.7,3.86,60595,4661125
Adyar,679,120,1.0,1.0,2,AbNormal,No,Others,AllPub,No Access,C,2.5,4.4,4.5,3.88,46326,5147305
Karapakkam,642,119,1.0,1.0,2,AbNormal,Yes,Commercial,ELO,Gravel,I,4.6,3.8,4.0,4.12,169614,7374500
Velachery,1850,30,3.0,2.0,5,Family,Yes,House,NoSewr ,Gravel,RH,3.7,2.2,4.3,3.21,81884,10235550
Anna Nagar,1692,128,1.0,1.0,4,Partial,No,Commercial,ELO,Paved,RH,2.0,3.0,4.8,3.37,142999,17874820
T Nagar,1788,188,1.0,1.0,4,AdjLand,Yes,Commercial,NoSeWa,Gravel,RH,4.3,3.9,3.5,3.84,381920,21217800
Adyar,817,40,1.0,1.0,3,Partial,No,Commercial,NoSeWa,Paved,RM,4.6,4.1,4.1,4.25,173398,11559880
Karapakkam,1639,43,2.0,2.0,4,Partial,Yes,House,NoSewr ,Gravel,RL,2.5,3.3,4.5,3.54,170361,9464500
Karapakkam,883,1,1.0,1.0,2,Normal Sale,No,Others,NoSewr ,Paved,C,5.0,4.6,2.7,3.96,58391,4491625
Velachery,1827,162,3.0,2.0,5,AdjLand,No,House,NoSewr ,Paved,C,2.5,4.1,2.2,3.13,184872,8803420
Anna Nagar,1986,199,2.0,1.0,5,Family,No,Others,AllPub,No Access,RH,3.8,3.1,4.6,3.945,211931,13245710
Velachery,1958,65,3.0,2.0,5,AbNormal,Yes,Commercial,AllPub,No Access,C,4.0,3.8,2.7,3.52,210050,15003560
Adyar,870,94,1.0,1.0,3,Normal Sale,No,Commercial,NoSeWa,No Access,RL,2.5,3.2,2.9,2.84,53356,10671275
Velachery,1662,15,2.0,1.0,4,Partial,No,House,ELO,Paved,RH,4.1,2.5,2.8,2.99,149563,7871720
Anna Nagar,1835,124,2.0,1.0,5,AbNormal,No,Others,AllPub,Paved,RM,4.5,2.0,4.0,3.675,230876,14429740
Adyar,1270,179,2.0,2.0,4,Normal Sale,Yes,Others,AllPub,No Access,RH,4.2,2.3,3.5,3.47,101856,10185610
KK Nagar,2292,122,4.0,2.0,6,Partial,Yes,Others,NoSewr ,Paved,RL,2.8,3.2,3.7,3.28,245984,12946500
Karapakkam,1028,99,1.0,1.0,3,Partial,No,Commercial,AllPub,Gravel,RL,4.5,5.0,4.0,4.45,220028,10001250
KK Nagar,1865,111,3.0,2.0,5,Partial,Yes,Commercial,NoSewr ,Gravel,RM,5.0,4.9,3.3,4.29,287902,16935440
Adyar,981,169,1.0,1.0,3,Family,Yes,Others,NoSeWa,No Access,RL,4.5,2.4,2.2,2.93,56088,9347935
Karapakkam,916,113,1.0,1.0,3,Normal Sale,Yes,Others,NoSeWa,Gravel,A,3.4,5.0,2.0,3.32,114119,5434250
Velachery,1908,60,3.0,2.0,5,Normal Sale,Yes,Others,NoSewr ,Paved,RH,3.5,4.2,2.5,3.52,209943,11663490
Anna Nagar,1936,58,2.0,1.0,5,Normal Sale,Yes,Others,AllPub,Paved,RM,2.6,4.6,2.8,3.18,280610,15589440
Velachery,1926,3,3.0,2.0,5,AdjLand,No,House,NoSeWa,Paved,RM,4.1,2.7,2.5,2.99,165392,10337000
Chrompet,1083,34,1.0,1.0,3,Family,Yes,Commercial,NoSeWa,Gravel,RM,3.0,5.0,3.6,3.98,213014,14200900
Anna Nagar,1780,27,1.0,1.0,4,AbNormal,Yes,House,AllPub,Paved,RM,3.6,2.2,3.9,3.37,178221,13709340
Velachery,1707,94,2.0,1.0,4,AdjLand,No,Commercial,NoSeWa,Gravel,I,4.6,4.3,4.6,4.47,95796,13685190
Chrompet,900,145,1.0,1.0,3,AbNormal,No,Others,ELO,Gravel,RH,4.6,3.7,3.1,3.79,47720,7953250
T Nagar,1519,91,1.0,1.0,4,AdjLand,No,Others,NoSewr ,Gravel,RH,3.9,2.0,2.1,2.615,209658,12332820
T Nagar,1934,119,2.0,1.0,5,AbNormal,Yes,Commercial,NoSeWa,Paved,RL,2.4,2.2,4.4,3.25,154374,22053480
Karapakkam,1043,106,1.0,1.0,3,Family,Yes,Others,NoSeWa,Gravel,I,5.0,4.3,4.8,4.71,183916,7356625
Karapakkam,704,1,1.0,1.0,2,Normal Sale,Yes,Others,NoSewr ,Paved,RM,2.4,2.2,3.2,2.66,168780,7338250
Karapakkam,1539,71,2.0,2.0,4,Partial,No,Commercial,AllPub,Gravel,A,3.0,2.6,2.7,2.76,169932,9996000
Karapakkam,1279,182,1.0,1.0,3,Partial,Yes,Others,NoSewr ,No Access,I,5.0,2.0,4.5,3.9,89039,6849125
Karapakkam,1568,143,2.0,2.0,4,AdjLand,Yes,Commercial,NoSeWa,No Access,A,2.6,3.6,3.9,3.42,209250,10462500
KK Nagar,2011,119,3.0,2.0,5,Normal Sale,Yes,Commercial,NoSewr ,Gravel,RL,3.2,3.3,4.4,3.71,315431,17523920
Karapakkam,1566,79,2.0,2.0,4,AbNormal,No,Commercial,NoSeWa,Gravel,A,3.6,4.4,4.1,4.04,190190,10010000
KK Nagar,1812,196,3.0,2.0,5,Partial,No,Commercial,AllPub,Paved,RL,3.4,3.8,3.7,3.64,297467,14873340
T Nagar,1729,104,1.0,1.0,4,AdjLand,No,Commercial,NoSewr ,Gravel,RL,3.0,4.6,4.2,3.94,225073,20461220
Anna Nagar,1569,187,1.0,1.0,4,Partial,Yes,House,AllPub,No Access,RL,2.2,3.1,3.5,2.945,67388,11231390
KK Nagar,2068,155,3.0,2.0,5,Family,Yes,Others,NoSewr ,Gravel,RL,2.5,3.5,2.0,2.6,139823,12711220
Anna Nagar,1869,69,2.0,1.0,5,AdjLand,No,Others,NoSeWa,Gravel,RM,3.1,4.9,4.7,4.19,105076,15010890
Chrompet,1271,3,2.0,1.0,4,AbNormal,No,Others,NoSewr ,Paved,RL,2.4,3.6,4.5,3.51,121671,10139270
KK Nagar,1527,121,2.0,1.0,4,Family,No,House,AllPub,Gravel,RM,2.0,4.0,2.2,2.68,230179,10007800
Karapakkam,601,149,1.0,1.0,2,Family,No,House,AllPub,No Access,RM,2.9,2.0,5.0,3.47,84540,5636000
Adyar,1206,63,2.0,2.0,4,AbNormal,No,House,ELO,Gravel,C,2.9,2.4,3.3,3.0,102409,7877645
Anna Nagar,1878,163,2.0,1.0,5,Normal Sale,No,House,NoSeWa,No Access,RL,3.9,3.7,2.7,3.37,93728,11716020
Karapakkam,884,21,1.0,1.0,2,Family,No,House,ELO,Paved,A,2.9,4.9,3.8,3.86,61299,3226250
Chrompet,728,198,1.0,1.0,2,AbNormal,Yes,House,AllPub,Gravel,RM,3.3,2.0,4.6,3.17,74949,9368650
Karapakkam,907,104,1.0,1.0,3,AdjLand,Yes,House,ELO,No Access,RL,2.9,2.6,3.5,3.05,155645,7074750
Velachery,1534,171,2.0,1.0,4,Partial,No,House,NoSeWa,No Access,C,4.6,3.5,4.1,3.96,67046,5587150
KK Nagar,2038,155,3.0,2.0,5,Family,Yes,Commercial,NoSeWa,Gravel,RH,2.7,2.9,2.9,2.84,348458,16593240
KK Nagar,1512,144,2.0,1.0,4,Family,No,House,NoSewr ,Paved,RM,4.9,3.9,3.9,4.2,94788,9478820
Karapakkam,695,56,1.0,1.0,2,Family,No,Others,AllPub,Paved,RL,3.1,3.2,5.0,3.89,133479,6356125
Velachery,1581,64,2.0,1.0,4,AbNormal,No,Others,NoSeWa,Paved,A,3.4,4.0,3.2,3.61,100033,7145230
Adyar,1238,108,2.0,2.0,4,Normal Sale,No,House,NoSeWa,Gravel,RM,4.3,2.4,4.3,3.92,10626,10626305
Karapakkam,1173,79,1.0,1.0,3,Family,No,Others,AllPub,Gravel,RM,4.1,3.5,2.7,3.36,131173,8744875
Chrompet,797,166,1.0,1.0,2,Normal Sale,Yes,Commercial,AllPub,Gravel,RM,2.9,3.4,4.1,3.46,209698,12335200
Karapakkam,1684,182,2.0,2.0,4,Normal Sale,Yes,Others,ELO,No Access,RM,4.7,2.1,4.2,3.72,154260,10284000
Velachery,1974,16,3.0,2.0,5,Normal Sale,No,Commercial,NoSeWa,No Access,I,3.6,3.4,4.0,3.63,170579,14214940
Chrompet,893,57,1.0,1.0,3,Normal Sale,No,Others,ELO,Gravel,RH,4.9,4.7,4.3,4.64,115911,7727410
Karapakkam,1026,75,1.0,1.0,3,AdjLand,No,Others,NoSeWa,Gravel,A,2.4,5.0,2.0,3.02,89024,5564000
Anna Nagar,1812,193,2.0,1.0,5,Normal Sale,No,House,NoSewr ,Paved,RL,3.1,3.6,4.4,3.745,111527,12391870
Adyar,1282,183,2.0,2.0,4,Family,Yes,House,NoSewr ,No Access,C,4.6,3.1,3.5,3.75,103692,7976295
KK Nagar,2449,149,4.0,2.0,6,AdjLand,No,House,AllPub,Paved,RM,2.7,4.1,3.2,3.32,289172,12572700
Chrompet,932,95,1.0,1.0,3,AdjLand,Yes,Others,ELO,No Access,RM,4.9,4.4,3.2,4.19,147016,9801040
Velachery,1564,82,2.0,1.0,4,Partial,Yes,Commercial,NoSeWa,Paved,RM,3.8,2.1,2.0,2.5,179013,14917750
KK Nagar,1566,113,2.0,1.0,4,Normal Sale,Yes,Others,AllPub,Paved,RH,3.2,2.5,3.6,3.15,238340,10362620
Karapakkam,1266,46,1.0,1.0,3,AdjLand,No,House,NoSeWa,Gravel,C,2.6,5.0,4.5,4.08,71539,6503500
T Nagar,1945,174,2.0,1.0,5,Partial,No,Others,ELO,No Access,RM,4.8,3.0,2.2,3.18,124780,13864450
Karapakkam,1649,93,2.0,2.0,4,Normal Sale,Yes,Others,AllPub,Paved,C,5.0,4.9,2.6,4.01,118141,8438625
Karapakkam,1081,160,1.0,1.0,3,AbNormal,Yes,House,NoSewr ,No Access,C,4.4,3.6,4.8,4.32,52367,5818500
Velachery,1889,163,3.0,2.0,5,AdjLand,Yes,Commercial,NoSewr ,Paved,I,3.4,4.6,3.0,3.82,123778,15472200
Chrompet,779,134,1.0,1.0,2,Family,Yes,House,NoSeWa,No Access,RM,3.2,4.4,2.6,3.5,102480,7883050
Chrompet,984,92,1.0,1.0,3,Normal Sale,Yes,Commercial,AllPub,Paved,RL,2.6,4.3,3.8,3.64,92382,13197400
KK Nagar,2495,62,4.0,2.0,6,Partial,Yes,Others,NoSewr ,Gravel,RL,3.6,3.1,4.9,3.97,112746,14093240
Chrompet,973,69,1.0,1.0,3,AdjLand,Yes,Others,ELO,Paved,RL,4.5,4.0,4.6,4.33,59218,9869710
